question	gold	predicted	correct	predicted probabilities
question 864	0	4	0	[0.00394936 0.00160055 0.18880197 0.17017497 0.6354732 ]
question 865	2	2	1	[2.1024588e-01 1.7456675e-04 6.0562879e-01 1.7512357e-01 8.8271750e-03]
question 866	3	3	1	[7.7766143e-03 5.8426318e-04 1.8818715e-03 9.8912084e-01 6.3652330e-04]
question 867	0	0	1	[0.48373047 0.138637   0.09917998 0.24343    0.03502253]
question 868	1	1	1	[0.03341918 0.6802921  0.26876146 0.00693126 0.01059602]
question 869	0	0	1	[0.5840502  0.32176855 0.00947719 0.01214827 0.07255587]
question 870	1	1	1	[0.08396938 0.6686323  0.10696648 0.08434317 0.05608863]
question 871	3	2	0	[0.14400856 0.15901835 0.3121323  0.12772611 0.25711462]
question 872	4	4	1	[0.01043351 0.00976679 0.00413924 0.03681428 0.93884623]
question 873	2	3	0	[0.3787169  0.00576059 0.00794009 0.5996991  0.00788335]
question 874	0	0	1	[0.41271532 0.07087704 0.16394855 0.22900373 0.12345542]
question 875	3	3	1	[0.05941595 0.07431542 0.10020954 0.7065074  0.0595517 ]
question 876	4	4	1	[0.00191081 0.00778248 0.00188968 0.01390643 0.9745106 ]
question 877	2	0	0	[0.56764215 0.0253129  0.10453826 0.15839228 0.14411436]
question 878	2	2	1	[0.05954594 0.30421746 0.5717943  0.00409681 0.06034553]
question 879	2	3	0	[0.02005293 0.02483162 0.07725982 0.4947489  0.38310683]
question 880	0	0	1	[0.88172054 0.10726488 0.00247391 0.00523231 0.00330828]
question 881	4	4	1	[0.01892163 0.01126106 0.02154671 0.00942504 0.9388456 ]
question 882	4	4	1	[0.04791226 0.09528998 0.00237584 0.037532   0.81689   ]
question 883	4	0	0	[0.57416624 0.00598898 0.15172963 0.01370383 0.2544113 ]
question 884	4	4	1	[8.5255485e-03 4.9903890e-04 1.4293580e-03 3.7097451e-03 9.8583627e-01]
question 885	2	2	1	[0.1372611  0.15189344 0.623219   0.06190758 0.02571884]
question 886	3	3	1	[2.8590462e-04 3.7546686e-04 7.7417487e-04 9.9848551e-01 7.8867546e-05]
question 887	0	0	1	[9.7205722e-01 1.1524342e-03 7.0635215e-03 1.8944206e-02 7.8267185e-04]
question 888	4	4	1	[0.1211971  0.00282662 0.03505097 0.09320185 0.74772346]
question 889	2	4	0	[0.03479339 0.23027313 0.01642226 0.10598907 0.6125221 ]
question 890	4	4	1	[0.07146545 0.09685278 0.0340066  0.16856058 0.6291146 ]
question 891	1	1	1	[1.7584199e-03 9.3036693e-01 6.2438473e-02 4.8516211e-03 5.8456464e-04]
question 892	4	2	0	[0.04945711 0.02732391 0.71783364 0.01012596 0.19525933]
question 893	2	4	0	[0.00220246 0.01436899 0.03103125 0.00351493 0.9488824 ]
question 894	2	2	1	[3.2727888e-03 8.1948296e-05 9.9630451e-01 5.2737505e-05 2.8798301e-04]
question 895	4	3	0	[0.05528173 0.01301677 0.09360169 0.81006986 0.02802999]
question 896	4	4	1	[0.00255574 0.00397303 0.00507178 0.00741406 0.98098534]
question 897	3	3	1	[0.00159931 0.00215657 0.00124429 0.99138474 0.00361513]
question 898	3	3	1	[0.02693907 0.00470222 0.02262842 0.942974   0.00275633]
question 899	4	0	0	[0.5215669  0.00926707 0.05785548 0.01426941 0.39704102]
question 900	1	1	1	[5.6165308e-03 9.8531461e-01 7.9596965e-03 1.6806629e-05 1.0923587e-03]
question 901	4	4	1	[1.3617567e-03 1.1246264e-03 4.5862704e-04 1.3693394e-01 8.6012101e-01]
question 902	1	1	1	[1.7986496e-01 7.2786456e-01 1.2345560e-04 1.2913665e-03 9.0855584e-02]
question 903	4	4	1	[3.4453653e-04 2.5758494e-03 4.5447258e-04 5.3222914e-04 9.9609286e-01]
question 904	4	4	1	[7.7732909e-04 8.1035128e-04 3.3374166e-04 4.6679261e-04 9.9761176e-01]
question 905	0	0	1	[0.99205875 0.00240876 0.0020407  0.00130917 0.00218248]
question 906	3	3	1	[0.02606817 0.11018635 0.0172835  0.8376099  0.00885209]
question 907	1	1	1	[0.01956217 0.8034204  0.05469073 0.06284333 0.05948335]
question 908	1	1	1	[3.4965380e-04 8.9939004e-01 1.5181556e-04 5.2073128e-03 9.4901182e-02]
question 909	0	0	1	[0.87827724 0.08348317 0.01861285 0.00244882 0.01717797]
question 910	3	3	1	[0.01306127 0.28617668 0.07329759 0.39442483 0.23303965]
question 911	1	1	1	[1.0119116e-01 7.9871505e-01 7.9077728e-02 2.0952249e-02 6.3837200e-05]
question 912	3	1	0	[0.00203391 0.50490576 0.00400445 0.45941514 0.02964079]
question 913	2	2	1	[0.00238265 0.00408521 0.9908434  0.00142928 0.00125953]
question 914	1	1	1	[0.01303271 0.9247244  0.04096188 0.01229628 0.00898477]
question 915	1	1	1	[0.18841857 0.44635618 0.34812883 0.00509642 0.01199994]
question 916	2	2	1	[0.01617057 0.03031582 0.8437136  0.10167578 0.00812427]
question 917	2	2	1	[0.39545986 0.01413346 0.5473522  0.03990733 0.00314713]
question 918	0	0	1	[0.71784943 0.00309905 0.00177924 0.24803938 0.02923289]
question 919	2	2	1	[9.5670223e-03 1.7507939e-02 9.6340519e-01 8.8093141e-03 7.1060209e-04]
question 920	0	0	1	[7.0106238e-01 9.7620659e-02 4.2041816e-02 3.5719466e-04 1.5891801e-01]
question 921	1	1	1	[3.2544632e-02 9.6742129e-01 8.8494198e-06 5.3522886e-06 1.9843463e-05]
question 922	4	4	1	[1.1658726e-02 2.1190899e-05 6.5895988e-06 7.3052011e-04 9.8758298e-01]
question 923	0	0	1	[0.91574204 0.0079112  0.00159093 0.06410639 0.01064945]
question 924	3	3	1	[1.2771586e-04 3.0436470e-06 1.6311218e-05 9.9431086e-01 5.5420478e-03]
question 925	0	3	0	[0.00401043 0.01957259 0.0803709  0.86259544 0.03345056]
question 926	3	2	0	[0.18192108 0.00739965 0.5575194  0.20915635 0.04400348]
question 927	4	4	1	[9.6282568e-03 1.7981349e-01 1.4889750e-02 7.1920245e-04 7.9494929e-01]
question 928	1	1	1	[8.2266822e-02 8.9528620e-01 1.0804038e-03 2.7955754e-04 2.1087060e-02]
question 929	2	2	1	[4.6200361e-04 1.1437583e-03 9.6519953e-01 2.5017852e-02 8.1767477e-03]
question 930	2	2	1	[2.67528794e-05 1.14158665e-05 9.91624057e-01 2.56678381e-04 8.08112882e-03]
question 931	3	3	1	[2.6790085e-01 1.1115486e-04 1.5690057e-05 7.3180431e-01 1.6791791e-04]
question 932	0	4	0	[0.18535036 0.04955497 0.04489425 0.03752688 0.6826736 ]
question 933	3	3	1	[0.09219184 0.12314618 0.01631895 0.48800457 0.2803385 ]
question 934	0	0	1	[0.44633403 0.03285229 0.2076531  0.06430087 0.24885975]
question 935	0	4	0	[5.0669070e-02 1.0433746e-01 8.6523411e-05 5.0294777e-05 8.4485668e-01]
question 936	0	3	0	[0.40266705 0.0237734  0.12523268 0.41741678 0.03091007]
question 937	2	3	0	[0.0131281  0.00614933 0.38973892 0.54948914 0.04149455]
question 938	3	3	1	[0.27189055 0.15321268 0.11029629 0.46057945 0.00402102]
question 939	0	0	1	[9.9552542e-01 1.6122382e-03 1.0361357e-03 1.1052729e-03 7.2100078e-04]
question 940	1	1	1	[0.00687448 0.89723164 0.00849734 0.01172214 0.0756745 ]
question 941	4	4	1	[0.00463989 0.00380212 0.05287353 0.06670414 0.87198037]
question 942	2	2	1	[0.10468259 0.01732089 0.7810103  0.09558125 0.0014049 ]
question 943	3	3	1	[8.2216092e-04 2.3208377e-03 3.7021103e-04 9.9616820e-01 3.1866011e-04]
question 944	4	4	1	[0.01298949 0.00538668 0.00670102 0.00957634 0.96534646]
question 945	0	0	1	[0.9659492  0.01536056 0.01194617 0.00251331 0.00423083]
question 946	4	4	1	[0.00257166 0.0146242  0.0015957  0.00251785 0.9786906 ]
question 947	0	0	1	[0.6326133  0.02954661 0.03734984 0.00820081 0.29228944]
question 948	3	3	1	[0.0529185  0.13149436 0.06125446 0.6941333  0.06019937]
question 949	0	0	1	[9.5738244e-01 4.5499885e-03 3.7219975e-02 4.4539210e-04 4.0221517e-04]
question 950	4	4	1	[0.04259542 0.06123679 0.06937364 0.02162134 0.8051728 ]
question 951	1	3	0	[0.05012006 0.2817653  0.3202244  0.32306585 0.02482441]
question 952	4	3	0	[0.27387783 0.05123049 0.02478881 0.50031877 0.149784  ]
question 953	1	1	1	[0.00337508 0.980029   0.00246566 0.01200546 0.00212482]
question 954	4	4	1	[1.1277945e-02 3.7540411e-04 1.9827529e-04 1.6721903e-04 9.8798114e-01]
question 955	1	1	1	[0.0049022  0.96719134 0.02508362 0.00145202 0.00137077]
question 956	0	0	1	[9.6031392e-01 3.2458382e-04 3.4588743e-03 1.8911254e-02 1.6991470e-02]
question 957	1	1	1	[5.444712e-04 9.073469e-01 8.443424e-02 7.665946e-03 8.459761e-06]
question 958	1	1	1	[9.1084776e-06 9.9764156e-01 1.6382349e-03 4.4399410e-04 2.6709118e-04]
question 959	4	4	1	[2.3606342e-05 1.9020572e-03 9.3011891e-05 1.0440459e-04 9.9787688e-01]
question 960	0	0	1	[9.9223763e-01 4.4530578e-04 4.0129786e-03 3.1636213e-03 1.4041210e-04]
question 961	0	0	1	[9.9208766e-01 5.8106521e-05 6.2804919e-04 2.9995085e-03 4.2268238e-03]
question 962	0	0	1	[0.59416264 0.00060046 0.05524936 0.00932944 0.3406582 ]
question 963	3	0	0	[0.50663483 0.01969901 0.05437392 0.2081802  0.21111211]
question 964	0	0	1	[9.9324304e-01 7.1208604e-04 5.2558160e-03 5.1856000e-04 2.7043774e-04]
question 965	3	3	1	[1.5986734e-05 3.7662994e-06 1.0719952e-05 9.9996412e-01 5.3323602e-06]
question 966	4	4	1	[0.21463968 0.00505582 0.00394973 0.00943311 0.7669217 ]
question 967	1	1	1	[2.9028570e-03 9.9093354e-01 8.2911586e-04 5.2119447e-03 1.2249447e-04]
question 968	3	3	1	[0.03744984 0.0559477  0.02543672 0.757423   0.12374275]
question 969	2	2	1	[0.2333292  0.10803048 0.4225731  0.10965341 0.12641388]
question 970	2	2	1	[1.1265048e-01 4.3121483e-05 7.7215785e-01 1.1445764e-01 6.9096003e-04]
question 971	4	4	1	[1.1537321e-02 7.1395010e-02 8.5681268e-06 4.0826867e-06 9.1705495e-01]
question 972	1	1	1	[0.00271447 0.991848   0.00195285 0.00196355 0.00152115]
question 973	4	4	1	[0.19768526 0.01391824 0.05349634 0.05654353 0.6783566 ]
question 974	3	3	1	[3.2802735e-04 1.0484884e-04 3.3705600e-02 9.6581894e-01 4.2621501e-05]
question 975	3	3	1	[1.1017407e-02 1.7588784e-01 2.6406825e-04 8.1218565e-01 6.4515823e-04]
question 976	1	1	1	[0.4270572  0.48093092 0.03281247 0.04060026 0.01859912]
question 977	2	2	1	[1.1450712e-03 1.3998720e-03 9.8006445e-01 1.6977532e-02 4.1296892e-04]
question 978	1	1	1	[0.072095   0.7573649  0.01120205 0.1487197  0.01061842]
question 979	0	0	1	[7.8478700e-01 2.1334237e-01 1.2866283e-03 3.0333039e-04 2.8069946e-04]
question 980	1	1	1	[2.89976480e-04 5.26495397e-01 1.15088435e-04 2.14962568e-02 4.51603234e-01]
question 981	0	0	1	[9.9317801e-01 4.3200803e-04 4.4707078e-03 1.8979119e-03 2.1311034e-05]
question 982	1	2	0	[0.00574456 0.08651137 0.5372523  0.33244517 0.03804658]
question 983	1	4	0	[0.03403163 0.02757803 0.00837403 0.02699951 0.9030168 ]
question 984	4	4	1	[1.4834662e-01 8.1664938e-03 3.4383335e-04 1.6500148e-01 6.7814153e-01]
question 985	2	2	1	[0.01045463 0.00861362 0.9487907  0.01453748 0.01760363]
question 986	0	2	0	[0.41732362 0.01054181 0.5380297  0.02431912 0.00978577]
question 987	0	0	1	[9.8251802e-01 7.8628160e-04 5.7356211e-04 9.1399131e-03 6.9823274e-03]
question 988	0	0	1	[8.1552655e-01 3.5895437e-03 1.8053372e-01 3.4929081e-04 9.9952501e-07]
question 989	3	2	0	[0.00330628 0.00844607 0.7602032  0.2251723  0.00287214]
question 990	4	4	1	[0.00078989 0.10831261 0.11525019 0.00431762 0.77132964]
question 991	1	1	1	[0.03750852 0.70615566 0.02869609 0.22016515 0.00747453]
question 992	0	0	1	[0.8159833  0.003568   0.00777262 0.01685502 0.15582108]
question 993	0	2	0	[0.257414   0.0584085  0.34136152 0.32612994 0.01668602]
question 994	0	0	1	[0.6707678  0.00693742 0.00508456 0.07678313 0.24042718]
question 995	1	1	1	[0.00408665 0.77509993 0.08684578 0.0208624  0.11310526]
question 996	2	2	1	[0.01196919 0.05318943 0.9265036  0.0012771  0.00706066]
question 997	4	1	0	[0.13965456 0.36373034 0.18283327 0.0764694  0.2373124 ]
question 998	0	2	0	[7.6086423e-03 3.4966739e-03 5.2405065e-01 4.6471637e-01 1.2763604e-04]
question 999	0	0	1	[0.8860434  0.00657262 0.08407383 0.02096028 0.00234992]
question 1000	3	3	1	[0.0087518  0.03841101 0.03361111 0.9051558  0.01407038]
question 1001	0	0	1	[0.94373995 0.01112303 0.0012529  0.00538729 0.03849676]
question 1002	4	4	1	[0.01026815 0.0204649  0.00311755 0.0022268  0.9639226 ]
question 1003	0	1	0	[1.01601236e-01 8.80700767e-01 1.55967977e-02 1.40815252e-03 6.93059119e-04]
question 1004	2	2	1	[0.02888728 0.07171533 0.72915536 0.03405156 0.13619046]
question 1005	1	1	1	[0.13284503 0.4323931  0.16054341 0.14714333 0.12707512]
question 1006	3	3	1	[1.2798444e-02 6.1965894e-02 1.6352489e-05 9.2515069e-01 6.8610723e-05]
question 1007	4	0	0	[0.38713855 0.25255236 0.1674017  0.09416503 0.09874222]
question 1008	3	2	0	[0.07168297 0.02520822 0.89432895 0.00444703 0.00433282]
question 1009	2	3	0	[0.00501507 0.02399943 0.10624833 0.8590785  0.00565863]
question 1010	0	0	1	[9.4952631e-01 1.2216472e-02 9.3633272e-03 4.0473437e-04 2.8489104e-02]
question 1011	2	2	1	[7.8177289e-04 9.0060101e-05 9.1524255e-01 1.6924022e-02 6.6961624e-02]
question 1012	2	2	1	[0.00721935 0.00144152 0.96450824 0.01708326 0.0097476 ]
question 1013	0	0	1	[6.2740046e-01 3.5573412e-02 3.1689987e-01 2.0044509e-02 8.1774924e-05]
question 1014	0	0	1	[9.9906737e-01 6.5802503e-04 1.4808330e-05 1.8168679e-04 7.8082026e-05]
question 1015	3	4	0	[0.02087702 0.02806124 0.02205026 0.00348662 0.92552483]
question 1016	1	1	1	[6.0852396e-04 9.9796546e-01 5.1515235e-04 8.8818755e-04 2.2709059e-05]
question 1017	1	1	1	[1.5971686e-01 7.8800946e-01 5.1998880e-02 3.9333809e-05 2.3547141e-04]
question 1018	2	2	1	[0.02108602 0.02495961 0.93587154 0.00610358 0.01197929]
question 1019	3	4	0	[0.0546946  0.31419122 0.00771405 0.29022992 0.3331702 ]
question 1020	3	3	1	[1.1133087e-02 1.3040585e-04 3.5076717e-01 6.0808718e-01 2.9882079e-02]
question 1021	1	0	0	[0.49582142 0.04167708 0.00998826 0.02807776 0.42443547]
question 1022	2	2	1	[1.0110042e-03 2.2473958e-05 9.2138135e-01 7.6858953e-02 7.2626193e-04]
question 1023	0	3	0	[3.1962928e-01 4.7074180e-02 3.0541381e-05 6.3322586e-01 4.0144856e-05]
question 1024	1	1	1	[9.7705959e-04 9.9237752e-01 1.8789776e-03 4.6866336e-03 7.9811965e-05]
question 1025	4	4	1	[2.7085526e-03 4.5789176e-04 3.9360265e-04 1.2378279e-02 9.8406166e-01]
question 1026	4	4	1	[0.4095351  0.05647903 0.0063357  0.00363589 0.52401435]
question 1027	2	2	1	[8.2369975e-04 1.1122710e-03 9.9738520e-01 1.6284946e-04 5.1595166e-04]
question 1028	0	0	1	[0.93279225 0.01975282 0.01806364 0.02759983 0.00179162]
question 1029	3	2	0	[0.05935448 0.08113275 0.6095775  0.06378199 0.18615334]
question 1030	0	0	1	[0.7119486  0.0656006  0.09991527 0.05594403 0.06659154]
question 1031	1	3	0	[0.21577664 0.14685681 0.08279134 0.44628257 0.10829268]
question 1032	1	0	0	[0.6998274  0.17873837 0.07024521 0.01171672 0.03947233]
question 1033	1	1	1	[0.2713007  0.650508   0.00709585 0.01477035 0.05632513]
question 1034	2	2	1	[2.8898750e-04 1.9570053e-02 9.7843951e-01 4.5980667e-04 1.2416278e-03]
question 1035	1	1	1	[0.04368305 0.9069493  0.0049022  0.00955286 0.03491257]
question 1036	1	1	1	[3.0877491e-06 9.8878634e-01 1.1166739e-02 5.5964961e-07 4.3232354e-05]
question 1037	2	2	1	[0.03836673 0.07461816 0.80863684 0.03171955 0.04665864]
question 1038	3	0	0	[0.61815053 0.13729788 0.02935704 0.18300559 0.03218892]
question 1039	1	1	1	[0.00556157 0.901678   0.07200345 0.01982825 0.00092869]
question 1040	4	4	1	[3.1265053e-03 3.9951006e-05 2.8815586e-05 2.2489991e-04 9.9657983e-01]
question 1041	0	0	1	[0.9180772  0.00661069 0.01010859 0.02647286 0.03873064]
question 1042	0	0	1	[0.8086304  0.06371389 0.02225094 0.02996079 0.07544396]
question 1043	4	4	1	[0.15175484 0.060179   0.02115748 0.09981266 0.667096  ]
question 1044	2	2	1	[0.04305443 0.25539848 0.63703245 0.02913998 0.0353747 ]
question 1045	3	0	0	[0.5340604  0.02307586 0.04300126 0.28148273 0.11837969]
question 1046	0	0	1	[9.9819547e-01 5.5531214e-04 4.1570715e-04 4.2748978e-04 4.0591758e-04]
question 1047	1	1	1	[0.03298496 0.84571856 0.01404988 0.10149486 0.00575165]
question 1048	3	1	0	[0.00491862 0.8974023  0.00941644 0.03310217 0.05516032]
question 1049	3	3	1	[0.03736008 0.01176975 0.20977102 0.73977506 0.00132419]
question 1050	3	3	1	[0.06020213 0.1954707  0.1312625  0.38432047 0.2287442 ]
question 1051	1	1	1	[0.0053068  0.957448   0.00267721 0.00839115 0.02617691]
question 1052	2	0	0	[0.3764353  0.03151476 0.21112189 0.34279212 0.03813597]
question 1053	1	1	1	[0.0085922  0.95528674 0.005994   0.0034363  0.02669072]
question 1054	0	0	1	[0.4822996  0.1925629  0.07016344 0.23542878 0.01954524]
question 1055	0	0	1	[9.9262768e-01 6.7381229e-04 1.7846316e-04 5.9865043e-04 5.9215212e-03]
question 1056	3	3	1	[0.01288689 0.01567795 0.01648566 0.92414975 0.03079983]
question 1057	3	3	1	[0.0149564  0.08169378 0.13290063 0.6814951  0.0889541 ]
question 1058	0	2	0	[0.18145007 0.06725602 0.6451589  0.06143775 0.04469727]
question 1059	1	1	1	[4.3647029e-04 9.8781860e-01 3.1145486e-05 1.9538356e-03 9.7599728e-03]
question 1060	4	4	1	[0.01383699 0.12547264 0.22185285 0.03106975 0.6077678 ]
question 1061	4	4	1	[0.03369315 0.02098504 0.02119554 0.12045506 0.80367124]
question 1062	3	1	0	[0.27445656 0.2996066  0.11675975 0.2150431  0.09413397]
question 1063	4	4	1	[1.0565566e-04 1.4488257e-01 6.4562090e-02 7.6361261e-02 7.1408844e-01]
question 1064	3	3	1	[5.8062252e-04 8.2646124e-04 1.8506515e-03 9.9512875e-01 1.6134635e-03]
question 1065	4	1	0	[0.0076189  0.8209608  0.08945477 0.00463608 0.0773294 ]
question 1066	4	4	1	[0.02377167 0.28192317 0.0417535  0.0299581  0.62259346]
question 1067	2	0	0	[0.45129275 0.00250908 0.2542601  0.21414663 0.07779139]
question 1068	0	0	1	[0.80786276 0.13796629 0.02258297 0.02137147 0.01021644]
question 1069	1	1	1	[2.7740027e-05 9.9974316e-01 6.7252427e-06 2.0490012e-04 1.7500071e-05]
question 1070	1	1	1	[1.5690818e-03 9.7251576e-01 1.0059439e-02 1.5638532e-02 2.1728159e-04]
question 1071	4	3	0	[0.03142897 0.0392497  0.02410549 0.7220263  0.18318966]
question 1072	3	2	0	[0.02250106 0.00481781 0.69356424 0.25522956 0.02388736]
question 1073	4	4	1	[0.05851601 0.07474463 0.01205443 0.0905624  0.7641225 ]
question 1074	3	3	1	[7.6401659e-04 1.3503736e-04 5.7637845e-03 9.9240512e-01 9.3196222e-04]
question 1075	1	1	1	[2.6536749e-03 9.7290570e-01 4.1936853e-04 1.3110231e-02 1.0911031e-02]
question 1076	4	4	1	[2.2477449e-01 4.1006273e-03 8.2418844e-03 4.5641147e-05 7.6283735e-01]
question 1077	4	4	1	[8.1760132e-05 7.8048964e-04 3.1906672e-02 3.3961658e-04 9.6689147e-01]
question 1078	1	1	1	[1.7379787e-04 9.9903154e-01 4.5029382e-04 1.0490318e-04 2.3951261e-04]
question 1079	1	2	0	[0.00115765 0.26062557 0.6162026  0.00287082 0.11914331]
question 1080	2	2	1	[0.26496994 0.04936318 0.5467268  0.05040841 0.08853155]
question 1081	2	2	1	[0.03756102 0.02128718 0.91248256 0.01126445 0.01740482]
question 1082	4	4	1	[0.0216697  0.02859328 0.01582292 0.02513215 0.90878195]
question 1083	4	4	1	[0.09285668 0.11874742 0.11945423 0.03047904 0.63846266]
question 1084	1	1	1	[1.8938338e-04 9.9715555e-01 6.6968676e-04 1.4213808e-03 5.6399463e-04]
question 1085	4	4	1	[0.47003773 0.00268202 0.02252099 0.01473825 0.49002096]
question 1086	0	0	1	[9.9530941e-01 7.2714780e-04 7.8322645e-04 2.2003355e-03 9.7983552e-04]
question 1087	0	0	1	[9.9963617e-01 1.8665777e-04 4.8069756e-05 8.9728230e-05 3.9422161e-05]
question 1088	1	1	1	[4.9450472e-03 9.5609528e-01 1.2931360e-03 7.5521093e-04 3.6911305e-02]
question 1089	0	0	1	[8.4578615e-01 8.9365151e-03 1.3629182e-01 1.1186182e-04 8.8737002e-03]
question 1090	0	4	0	[0.13244952 0.02130867 0.25253105 0.0128846  0.5808261 ]
question 1091	3	3	1	[4.7663301e-03 3.3609618e-03 1.3530146e-02 9.7781551e-01 5.2697695e-04]
question 1092	4	4	1	[1.7493288e-04 5.6169029e-05 1.6454501e-04 4.1454616e-05 9.9956292e-01]
question 1093	2	2	1	[0.01445901 0.0226237  0.5363603  0.41908768 0.00746926]
question 1094	2	2	1	[1.53825125e-02 2.00097132e-02 9.63107646e-01 1.47932256e-03 2.08300917e-05]
question 1095	4	1	0	[0.24142538 0.49858093 0.03003111 0.01226573 0.21769683]
question 1096	2	2	1	[0.04300375 0.07953492 0.74520963 0.04494533 0.0873064 ]
question 1097	0	0	1	[0.7802942  0.10573116 0.01069574 0.07578354 0.02749546]
question 1098	4	4	1	[2.5517324e-03 1.2209265e-03 2.0749718e-02 3.0385944e-04 9.7517383e-01]
question 1099	3	4	0	[0.00229267 0.00785224 0.00382986 0.28180286 0.7042224 ]
question 1100	2	2	1	[2.6722023e-02 3.0489182e-04 9.6971291e-01 8.5141708e-04 2.4088619e-03]
question 1101	0	0	1	[0.39238715 0.33988482 0.10604215 0.00074491 0.16094095]
question 1102	1	1	1	[0.06186016 0.63081723 0.14671017 0.00081509 0.1597974 ]
question 1103	2	2	1	[0.05593595 0.13024007 0.5355143  0.07349407 0.2048155 ]
question 1104	0	0	1	[0.42490023 0.05890591 0.41238865 0.03726351 0.06654168]
question 1105	2	4	0	[0.19422531 0.16159481 0.2922469  0.02409624 0.32783675]
question 1106	4	4	1	[4.1132011e-03 4.7091635e-05 4.3704719e-03 5.2814698e-03 9.8618782e-01]
question 1107	2	2	1	[2.1834650e-04 3.6644877e-04 9.9844271e-01 8.9694164e-04 7.5576427e-05]
question 1108	3	3	1	[0.02368162 0.29802808 0.16498785 0.48418257 0.02912001]
question 1109	2	4	0	[0.07446585 0.00638048 0.23930198 0.00600472 0.673847  ]
question 1110	3	3	1	[4.0264867e-04 9.7120870e-03 6.8326452e-04 9.8892015e-01 2.8189825e-04]
question 1111	3	3	1	[1.6012188e-04 3.6030155e-04 6.7709349e-03 9.9067217e-01 2.0364739e-03]
question 1112	4	4	1	[1.3679947e-04 1.5416097e-04 1.4087281e-03 9.1639278e-04 9.9738389e-01]
question 1113	0	0	1	[0.66414154 0.01696941 0.21128225 0.00862384 0.09898292]
question 1114	0	0	1	[9.9578106e-01 7.1975333e-04 2.0450999e-03 8.6038670e-04 5.9379678e-04]
question 1115	1	4	0	[0.00361315 0.11912973 0.01269664 0.13499697 0.7295634 ]
question 1116	3	3	1	[6.0702328e-02 1.8913878e-04 1.5466295e-04 9.3880945e-01 1.4439218e-04]
question 1117	1	1	1	[0.02201581 0.8875067  0.02646799 0.025888   0.03812153]
question 1118	4	4	1	[0.00125371 0.00185123 0.00234007 0.00394436 0.99061066]
question 1119	3	3	1	[1.4047629e-01 1.7280197e-01 2.5832958e-05 6.8668753e-01 8.3667537e-06]
question 1120	2	2	1	[0.03590877 0.00744234 0.9465231  0.00832007 0.00180579]
question 1121	3	3	1	[0.0483304  0.04145128 0.06057825 0.7832562  0.06638389]
question 1122	2	2	1	[1.08356245e-01 4.06818911e-02 8.47674072e-01 2.79382919e-03 4.93912958e-04]
question 1123	3	2	0	[1.5268652e-04 2.5542031e-04 9.6474588e-01 3.4466408e-02 3.7957725e-04]
question 1124	3	3	1	[0.00510529 0.01238038 0.01722194 0.947283   0.01800941]
question 1125	3	3	1	[0.0368278  0.08443952 0.06022397 0.8140233  0.00448532]
question 1126	1	1	1	[4.1123561e-04 9.0393060e-01 7.4815586e-02 1.4509576e-02 6.3329791e-03]
question 1127	3	3	1	[6.4718042e-04 7.8457184e-02 1.2327137e-01 7.8769219e-01 9.9321250e-03]
question 1128	2	2	1	[4.1717668e-03 3.7980569e-03 8.9887488e-01 9.2266805e-02 8.8852970e-04]
question 1129	4	4	1	[0.02864955 0.04415261 0.0295631  0.03662414 0.86101055]
question 1130	3	3	1	[0.00317237 0.00707532 0.01775284 0.69426477 0.27773473]
question 1131	3	3	1	[0.00449312 0.00253048 0.02049046 0.9637081  0.00877791]
question 1132	3	3	1	[0.3075982  0.09318729 0.00622498 0.5624867  0.03050275]
question 1133	1	1	1	[0.04535411 0.9431843  0.00150971 0.00602868 0.00392317]
question 1134	1	4	0	[2.3994330e-04 3.9771594e-02 3.9263880e-03 3.9008369e-03 9.5216125e-01]
question 1135	1	1	1	[5.4095453e-04 9.0103996e-01 1.8853396e-02 6.1226185e-02 1.8339522e-02]
question 1136	2	2	1	[0.12963814 0.12969989 0.4628152  0.20588936 0.07195735]
question 1137	2	2	1	[0.3220321  0.18418807 0.43322402 0.05729258 0.00326322]
question 1138	1	1	1	[1.4206268e-05 9.8738849e-01 6.4594615e-03 3.2177223e-03 2.9200094e-03]
question 1139	3	2	0	[0.16598663 0.12193776 0.38361835 0.2571812  0.07127602]
question 1140	1	1	1	[0.08063552 0.7328167  0.02898501 0.10676079 0.05080187]
question 1141	2	2	1	[9.8807714e-04 4.8219487e-03 9.9171644e-01 7.2559150e-04 1.7479461e-03]
question 1142	4	4	1	[0.01180941 0.00137627 0.00413447 0.00511071 0.97756916]
question 1143	2	2	1	[0.07214537 0.30327636 0.48781613 0.03528161 0.10148058]
question 1144	0	0	1	[6.1675447e-01 2.3154236e-02 3.5998616e-01 4.6536199e-05 5.8498812e-05]
question 1145	4	1	0	[0.03596748 0.72922933 0.12612297 0.04468299 0.0639972 ]
question 1146	3	3	1	[0.06833781 0.19139306 0.08782924 0.6142332  0.03820666]
question 1147	2	0	0	[0.42959064 0.00325027 0.35918894 0.0008762  0.20709395]
question 1148	1	1	1	[1.0437884e-03 9.9502110e-01 4.2108924e-04 1.7497846e-03 1.7642047e-03]
question 1149	2	2	1	[1.7870047e-05 5.2554806e-05 9.9983394e-01 7.6358934e-05 1.9193294e-05]
question 1150	0	0	1	[9.0465802e-01 7.8010753e-02 3.7307997e-04 1.6872834e-02 8.5380365e-05]
question 1151	4	4	1	[6.2706886e-04 1.4997486e-03 2.8301892e-01 4.0071313e-03 7.1084720e-01]
