question	gold	predicted	correct	predicted probabilities
question 913	2	2	1	[0.01581076 0.00766395 0.9523372  0.00415708 0.02003097]
question 914	1	2	0	[0.13781767 0.32462597 0.4748464  0.01546809 0.04724187]
question 915	1	1	1	[0.0016664  0.92522264 0.05569112 0.00151304 0.01590675]
question 916	2	2	1	[0.2609729  0.04306008 0.5913953  0.08271405 0.0218576 ]
question 917	2	2	1	[0.21678784 0.13275413 0.5493584  0.08140412 0.01969544]
question 918	0	0	1	[0.9821047  0.00104161 0.00104151 0.01297402 0.00283811]
question 919	2	2	1	[0.00757405 0.00901454 0.96549183 0.01000577 0.00791386]
question 920	0	0	1	[9.4321316e-01 1.5663614e-02 1.7073447e-03 7.8133954e-04 3.8634498e-02]
question 921	1	1	1	[1.7900928e-03 9.9705303e-01 6.8119924e-05 8.6756708e-04 2.2123307e-04]
question 922	4	0	0	[0.48946673 0.01578961 0.00727825 0.00746754 0.47999796]
question 923	0	3	0	[0.18679617 0.07001843 0.16703188 0.4371891  0.13896437]
question 924	3	3	1	[0.0177278  0.00330028 0.00190361 0.97494364 0.00212465]
question 925	0	3	0	[0.14718953 0.07219418 0.3197926  0.4111179  0.0497058 ]
question 926	3	2	0	[0.202111   0.01328852 0.5718309  0.10086337 0.11190621]
question 927	4	1	0	[0.05598989 0.5146893  0.07928323 0.01465245 0.33538514]
question 928	1	1	1	[0.39127922 0.39956003 0.02585353 0.01490892 0.16839826]
question 929	2	3	0	[0.02585151 0.01943161 0.24379602 0.66459095 0.04632995]
question 930	2	2	1	[5.8507343e-04 9.9839095e-04 9.7585922e-01 4.5798966e-05 2.2511385e-02]
question 931	3	0	0	[5.5974364e-01 8.7207701e-04 5.0756126e-04 4.3742037e-01 1.4563790e-03]
question 932	0	3	0	[0.32860214 0.00735139 0.01884175 0.34964007 0.2955647 ]
question 933	3	0	0	[0.5144234  0.27256164 0.05155171 0.11864379 0.04281948]
question 934	0	0	1	[0.3324933  0.01590092 0.22342642 0.2566308  0.17154859]
question 935	0	1	0	[1.6515184e-03 9.3679494e-01 3.0973677e-06 6.9104135e-06 6.1543498e-02]
question 936	0	3	0	[0.1356551  0.03271564 0.16404627 0.57543737 0.09214565]
question 937	2	3	0	[0.01220755 0.06461789 0.29076186 0.53633374 0.09607895]
question 938	3	3	1	[0.1965635  0.22139362 0.15986767 0.3742292  0.04794603]
question 939	0	0	1	[0.9495068  0.01816667 0.00842334 0.01390372 0.0099994 ]
question 940	1	1	1	[0.03009961 0.42212227 0.06423239 0.19700624 0.28653952]
question 941	4	4	1	[4.9291813e-04 1.9213456e-03 2.0332893e-02 5.4986726e-02 9.2226613e-01]
question 942	2	2	1	[0.2193355  0.0559616  0.43633085 0.27158627 0.01678578]
question 943	3	3	1	[0.05158704 0.04276381 0.04786465 0.8463125  0.01147197]
question 944	4	4	1	[0.04737278 0.02088097 0.035376   0.05131399 0.84505624]
question 945	0	0	1	[0.99152714 0.00513148 0.00118655 0.00099598 0.00115886]
question 946	4	4	1	[0.11698242 0.14034916 0.00655509 0.00613266 0.7299807 ]
question 947	0	4	0	[0.3178076  0.11198663 0.03071016 0.03760248 0.5018931 ]
question 948	3	3	1	[5.1319716e-04 4.3290008e-02 2.2599224e-03 9.4911933e-01 4.8175231e-03]
question 949	0	0	1	[0.555923   0.26322857 0.03878991 0.10831444 0.033744  ]
question 950	4	4	1	[0.08920927 0.00747354 0.06130369 0.0457512  0.79626226]
question 951	1	1	1	[1.1255273e-03 5.1348746e-01 7.2073708e-03 4.7769108e-01 4.8853859e-04]
question 952	4	4	1	[0.24714048 0.04470137 0.02813802 0.0827756  0.59724456]
question 953	1	1	1	[0.01314933 0.8546011  0.0284318  0.06887805 0.03493973]
question 954	4	4	1	[0.10455552 0.0367608  0.02920967 0.0593474  0.77012664]
question 955	1	1	1	[0.00562068 0.90015566 0.07832633 0.01177867 0.00411861]
question 956	0	0	1	[0.8448135  0.00448037 0.04289785 0.04727329 0.06053499]
question 957	1	1	1	[0.13932285 0.48854393 0.30665025 0.06252046 0.00296246]
question 958	1	1	1	[3.8375851e-04 8.9185148e-01 1.0434867e-01 1.2620706e-03 2.1540138e-03]
question 959	4	4	1	[2.5974605e-05 7.7100345e-03 1.6473032e-03 1.6162358e-04 9.9045509e-01]
question 960	0	0	1	[0.83947784 0.00514464 0.00805137 0.14357717 0.00374892]
question 961	0	0	1	[0.97216    0.00262382 0.0078184  0.00580808 0.01158958]
question 962	0	0	1	[0.5565036  0.00225638 0.02367037 0.00211722 0.41545248]
question 963	3	3	1	[0.0466291  0.10347448 0.08100761 0.480289   0.2885998 ]
question 964	0	0	1	[0.82529974 0.00562613 0.14707853 0.01813439 0.00386124]
question 965	3	3	1	[0.0049112  0.0017272  0.00127342 0.99002457 0.00206356]
question 966	4	4	1	[0.1630056  0.01548152 0.04750575 0.03682774 0.73717946]
question 967	1	1	1	[0.00545407 0.9716969  0.01026128 0.00576205 0.00682556]
question 968	3	3	1	[0.07655807 0.02110624 0.03525296 0.65584964 0.21123311]
question 969	2	1	0	[0.18974254 0.26220092 0.13762507 0.14954254 0.26088893]
question 970	2	2	1	[1.5564403e-01 5.8642047e-04 6.9883221e-01 1.4426786e-01 6.6935847e-04]
question 971	4	4	1	[1.4428934e-01 1.1135354e-01 8.5604894e-05 3.4990608e-05 7.4423647e-01]
question 972	1	1	1	[0.01190333 0.96678436 0.00956392 0.00442127 0.00732707]
question 973	4	4	1	[0.14430507 0.00616309 0.0048027  0.00754057 0.8371886 ]
question 974	3	3	1	[1.3081527e-04 5.6644285e-04 8.1921858e-04 9.9721199e-01 1.2716597e-03]
question 975	3	3	1	[3.7126713e-02 4.8056029e-02 3.8723575e-04 9.1401505e-01 4.1506332e-04]
question 976	1	0	0	[0.5834362  0.3714871  0.01476437 0.01858025 0.01173207]
question 977	2	2	1	[0.00261506 0.0028252  0.93568075 0.0538087  0.00507034]
question 978	1	3	0	[0.04655674 0.24339704 0.00307677 0.702215   0.00475446]
question 979	0	0	1	[8.8615406e-01 1.1310472e-01 3.0811931e-04 2.0541913e-04 2.2770419e-04]
question 980	1	1	1	[0.0151232  0.67488027 0.02020736 0.04320249 0.24658664]
question 981	0	0	1	[0.9232776  0.01102628 0.06066595 0.00227928 0.00275089]
question 982	1	3	0	[0.03473903 0.303889   0.1480671  0.42283165 0.09047314]
question 983	1	3	0	[0.08615401 0.1340737  0.01139494 0.5589583  0.20941909]
question 984	4	3	0	[6.9695031e-03 1.8548140e-02 1.8861677e-04 9.0313095e-01 7.1162760e-02]
question 985	2	2	1	[0.11304968 0.15292639 0.33453104 0.2220879  0.17740501]
question 986	0	2	0	[0.25992474 0.02446171 0.6627472  0.02998369 0.0228827 ]
question 987	0	0	1	[9.9454248e-01 4.3698394e-04 9.5386693e-04 2.1254036e-03 1.9411631e-03]
question 988	0	0	1	[9.0060973e-01 1.8190430e-02 7.9476155e-02 1.3876940e-03 3.3602267e-04]
question 989	3	2	0	[0.1024472  0.0250605  0.4755979  0.38752583 0.00936859]
question 990	4	4	1	[0.02090107 0.17159748 0.22336452 0.00653289 0.57760406]
question 991	1	1	1	[0.3799155  0.44974053 0.06800081 0.10090685 0.00143627]
question 992	0	0	1	[0.8995321  0.00462866 0.00994581 0.06415278 0.02174062]
question 993	0	0	1	[0.8743136  0.03101488 0.0212615  0.06822496 0.00518514]
question 994	0	0	1	[0.82685333 0.10876051 0.00442252 0.03258763 0.02737608]
question 995	1	1	1	[0.04332398 0.6972289  0.11370698 0.05998455 0.08575559]
question 996	2	4	0	[0.04576227 0.09121502 0.41807812 0.01662723 0.42831734]
question 997	4	1	0	[0.13072075 0.29369843 0.20930819 0.12605937 0.24021329]
question 998	0	2	0	[0.00449746 0.0062521  0.49265313 0.492653   0.00394426]
question 999	0	0	1	[0.76708126 0.02909746 0.12518866 0.04926799 0.02936471]
question 1000	3	3	1	[0.03670992 0.04723435 0.38635084 0.47426265 0.05544216]
question 1001	0	0	1	[0.70178837 0.11675163 0.01137284 0.01551804 0.15456918]
question 1002	4	4	1	[0.2602875  0.1441039  0.08790504 0.09185456 0.41584894]
question 1003	0	1	0	[0.28083032 0.58141565 0.09125729 0.01153162 0.03496516]
question 1004	2	1	0	[0.13426274 0.2976039  0.24130002 0.2237787  0.10305465]
question 1005	1	2	0	[0.2245177  0.20978752 0.49995005 0.03291463 0.03283014]
question 1006	3	3	1	[8.8406913e-02 1.2516072e-01 7.7783203e-05 7.8440690e-01 1.9476833e-03]
question 1007	4	2	0	[0.02454877 0.10616399 0.7215917  0.058345   0.08935055]
question 1008	3	2	0	[0.04059028 0.02373162 0.50404805 0.42093027 0.01069971]
question 1009	2	2	1	[0.01049487 0.37823236 0.4366978  0.16846645 0.00610846]
question 1010	0	0	1	[0.7371232  0.04059292 0.10834336 0.00803729 0.10590328]
question 1011	2	2	1	[0.00233252 0.00919578 0.82556087 0.04586688 0.11704401]
question 1012	2	2	1	[0.01039814 0.00141749 0.9385173  0.02556401 0.02410306]
question 1013	0	0	1	[8.02320182e-01 5.89119941e-02 1.24696940e-01 1.39544439e-02 1.16370735e-04]
question 1014	0	0	1	[9.9040693e-01 4.2478493e-03 1.4986248e-03 3.4151168e-03 4.3143664e-04]
question 1015	3	4	0	[0.0999316  0.07007701 0.04298599 0.33524665 0.45175874]
question 1016	1	1	1	[1.0622657e-03 9.9731123e-01 4.5816717e-04 1.0845638e-03 8.3781779e-05]
question 1017	1	1	1	[0.18050887 0.69601905 0.0901453  0.00406599 0.02926078]
question 1018	2	2	1	[0.0110871  0.02685397 0.9065446  0.03958123 0.01593317]
question 1019	3	4	0	[0.18246986 0.18392406 0.06685358 0.23443094 0.33232158]
question 1020	3	3	1	[0.01874457 0.0016236  0.07113246 0.88964796 0.01885151]
question 1021	1	0	0	[0.91021276 0.01492145 0.01862645 0.01450053 0.04173877]
question 1022	2	2	1	[6.3043047e-04 3.5320013e-03 9.2908913e-01 6.5202780e-02 1.5457550e-03]
question 1023	0	3	0	[0.33745492 0.21623427 0.00069828 0.43008724 0.01552531]
question 1024	1	1	1	[1.0539650e-03 9.5132631e-01 4.5965161e-02 1.0666396e-03 5.8784551e-04]
question 1025	4	4	1	[0.00321754 0.09637864 0.00387664 0.0069152  0.889612  ]
question 1026	4	4	1	[0.01501453 0.00151449 0.19439556 0.00435054 0.7847249 ]
question 1027	2	2	1	[0.02809773 0.01704721 0.9213858  0.00175821 0.031711  ]
question 1028	0	0	1	[9.9495453e-01 3.9541771e-04 3.4783753e-03 1.1160600e-03 5.5649249e-05]
question 1029	3	4	0	[0.083938   0.12490825 0.24453278 0.16768722 0.37893367]
question 1030	0	0	1	[0.52440774 0.15877724 0.12319598 0.04698    0.146639  ]
question 1031	1	1	1	[0.1170188  0.5251577  0.07039723 0.16285877 0.12456749]
question 1032	1	2	0	[0.01547539 0.0443222  0.8656205  0.05908927 0.01549267]
question 1033	1	1	1	[0.36425367 0.37848756 0.01208612 0.01550274 0.2296699 ]
question 1034	2	2	1	[4.8333031e-04 1.4674054e-02 9.8309857e-01 8.2248807e-05 1.6618513e-03]
question 1035	1	1	1	[0.0650445  0.8156563  0.02364258 0.04788256 0.04777412]
question 1036	1	1	1	[9.6539377e-05 9.5160681e-01 4.8085038e-02 4.1854164e-06 2.0743474e-04]
question 1037	2	2	1	[0.04725419 0.09678976 0.6741453  0.05349296 0.1283178 ]
question 1038	3	0	0	[0.43068838 0.21058953 0.06846065 0.15836307 0.13189843]
question 1039	1	1	1	[0.02158296 0.50474435 0.36626962 0.09786927 0.00953388]
question 1040	4	4	1	[0.01284424 0.00405356 0.00448209 0.0076738  0.9709463 ]
question 1041	0	0	1	[0.7294581  0.01949345 0.02639696 0.17606091 0.04859063]
question 1042	0	0	1	[0.5529767  0.0659322  0.25862527 0.06812439 0.05434137]
question 1043	4	4	1	[0.41335705 0.01114451 0.02258442 0.01377669 0.5391373 ]
question 1044	2	0	0	[0.71709305 0.0336014  0.19302383 0.02363937 0.03264238]
question 1045	3	0	0	[0.8167845  0.00387127 0.07710432 0.09589423 0.00634567]
question 1046	0	0	1	[0.9482101  0.0028513  0.00924085 0.03493784 0.00475994]
question 1047	1	1	1	[0.1850556  0.5859309  0.00548004 0.2085047  0.01502876]
question 1048	3	1	0	[0.0969773  0.4247412  0.04586314 0.01398229 0.41843608]
question 1049	3	3	1	[8.1041791e-03 1.6491377e-03 6.0373107e-03 9.8377603e-01 4.3334669e-04]
question 1050	3	3	1	[0.05151502 0.07366971 0.10767577 0.6943299  0.07280966]
question 1051	1	1	1	[0.05736208 0.48945376 0.03708218 0.314171   0.10193101]
question 1052	2	2	1	[0.06850871 0.02237016 0.46148086 0.38973796 0.05790225]
question 1053	1	1	1	[0.02679618 0.9576567  0.00654644 0.00175606 0.00724452]
question 1054	0	0	1	[0.68646926 0.23460312 0.03900753 0.02982081 0.01009923]
question 1055	0	0	1	[9.8882014e-01 1.2319227e-03 1.9237406e-03 2.7771259e-04 7.7465037e-03]
question 1056	3	3	1	[0.01736795 0.17007153 0.11723544 0.54626584 0.14905919]
question 1057	3	3	1	[0.04240629 0.20694886 0.11391208 0.441969   0.19476375]
question 1058	0	0	1	[0.44111434 0.06829984 0.11255394 0.07666329 0.3013686 ]
question 1059	1	1	1	[0.01731762 0.824973   0.01868727 0.08190228 0.05711996]
question 1060	4	3	0	[0.0350502  0.03697379 0.02161225 0.72891176 0.17745203]
question 1061	4	4	1	[0.02619417 0.01643983 0.05012063 0.00296388 0.9042815 ]
question 1062	3	0	0	[0.24151628 0.23554292 0.17862888 0.23978776 0.10452418]
question 1063	4	4	1	[5.1015732e-04 1.3867103e-01 1.2567872e-01 4.1751795e-02 6.9338834e-01]
question 1064	3	3	1	[5.4598837e-03 9.3077600e-04 3.6842250e-03 9.7987330e-01 1.0051863e-02]
question 1065	4	1	0	[0.1406893  0.6889364  0.08531955 0.00779766 0.07725715]
question 1066	4	4	1	[0.04233997 0.07305124 0.04387623 0.02206166 0.8186709 ]
question 1067	2	2	1	[0.24116817 0.03420742 0.6251198  0.05370033 0.04580427]
question 1068	0	1	0	[0.15430912 0.7482426  0.0497084  0.02265425 0.02508555]
question 1069	1	1	1	[0.01020433 0.78041345 0.00630942 0.19454688 0.00852584]
question 1070	1	1	1	[0.01127818 0.5749992  0.25607872 0.14650035 0.01114363]
question 1071	4	3	0	[0.17962106 0.02842883 0.11982773 0.48159266 0.19052972]
question 1072	3	3	1	[0.00632701 0.0093079  0.3896914  0.58757544 0.00709822]
question 1073	4	4	1	[0.01553405 0.01798025 0.00740539 0.01770952 0.9413708 ]
question 1074	3	3	1	[0.00184505 0.00464979 0.11864323 0.8714975  0.00336436]
question 1075	1	1	1	[0.06061515 0.86606765 0.00169384 0.00841082 0.06321253]
question 1076	4	0	0	[7.8419423e-01 1.4859777e-03 3.0918054e-03 7.6111261e-04 2.1046683e-01]
question 1077	4	4	1	[0.01601273 0.00905829 0.2320686  0.01242476 0.73043567]
question 1078	1	1	1	[0.00399424 0.98671967 0.00207449 0.0022522  0.00495947]
question 1079	1	2	0	[0.00282303 0.1838023  0.6774183  0.00476675 0.13118954]
question 1080	2	2	1	[0.13980533 0.02304233 0.6984172  0.0264267  0.11230849]
question 1081	2	2	1	[0.11748858 0.21328448 0.61936826 0.01711951 0.03273918]
question 1082	4	4	1	[0.08942223 0.17969221 0.08451095 0.14910318 0.49727136]
question 1083	4	4	1	[0.12182926 0.08048908 0.04467773 0.02587611 0.72712785]
question 1084	1	1	1	[2.4342676e-06 9.9906641e-01 1.9671720e-04 6.7726290e-04 5.7323366e-05]
question 1085	4	0	0	[0.4991067  0.00199405 0.22161688 0.02570271 0.2515796 ]
question 1086	0	0	1	[9.9995518e-01 8.3344239e-06 5.4184129e-06 1.5327176e-05 1.5767630e-05]
question 1087	0	0	1	[9.9770516e-01 7.9765456e-04 1.2368390e-03 1.5596487e-04 1.0430104e-04]
question 1088	1	1	1	[2.3552864e-03 9.9144906e-01 4.8181432e-04 5.5774435e-04 5.1559899e-03]
question 1089	0	0	1	[8.6439031e-01 1.0266092e-02 1.2512310e-01 3.4634235e-05 1.8584082e-04]
question 1090	0	2	0	[0.13778402 0.01815898 0.6138648  0.02104823 0.209144  ]
question 1091	3	3	1	[0.06932198 0.06964774 0.12107786 0.7385958  0.00135667]
question 1092	4	4	1	[0.01375833 0.00598165 0.0149785  0.00537326 0.9599083 ]
question 1093	2	1	0	[0.21837261 0.28593367 0.19293734 0.17046814 0.13228825]
question 1094	2	2	1	[6.9629108e-03 7.9547673e-02 9.1305172e-01 4.3611295e-04 1.5272724e-06]
question 1095	4	1	0	[8.5823946e-02 9.0352297e-01 3.9417725e-03 8.4387511e-04 5.8674328e-03]
question 1096	2	2	1	[0.20639773 0.11755922 0.3988539  0.2218371  0.05535204]
question 1097	0	4	0	[0.09973432 0.38047934 0.01422395 0.02023787 0.48532456]
question 1098	4	4	1	[6.2277056e-02 7.7787798e-04 2.8475214e-02 7.1703596e-04 9.0775281e-01]
question 1099	3	4	0	[0.01130589 0.00143918 0.0014551  0.32206005 0.66373974]
question 1100	2	2	1	[0.13525058 0.00645066 0.520499   0.03809115 0.29970863]
question 1101	0	1	0	[0.27740166 0.4027517  0.15202186 0.01104124 0.15678352]
question 1102	1	1	1	[0.15897755 0.5335428  0.1545774  0.00341774 0.14948446]
question 1103	2	2	1	[0.13115336 0.07448879 0.5469637  0.1275867  0.11980749]
question 1104	0	0	1	[0.44449592 0.05094862 0.4191804  0.02957784 0.05579717]
question 1105	2	2	1	[0.1831288  0.06332381 0.5961357  0.09334002 0.0640717 ]
question 1106	4	4	1	[0.16376695 0.31888893 0.06576511 0.0944304  0.35714862]
question 1107	2	2	1	[8.3704852e-04 5.2377805e-03 9.8862016e-01 3.6704428e-03 1.6346484e-03]
question 1108	3	1	0	[0.2940434  0.3166507  0.24628992 0.02796146 0.11505452]
question 1109	2	4	0	[0.01971572 0.02855645 0.13661185 0.02567093 0.78944504]
question 1110	3	3	1	[2.2598673e-04 5.3971303e-03 9.9151756e-04 9.9335182e-01 3.3487100e-05]
question 1111	3	3	1	[4.6461634e-04 1.6228184e-04 1.8087521e-03 9.9340737e-01 4.1569015e-03]
question 1112	4	4	1	[1.7799962e-03 5.3328107e-04 3.5782759e-03 2.8742687e-03 9.9123424e-01]
question 1113	0	0	1	[0.5866482  0.0290111  0.12991178 0.02779109 0.22663778]
question 1114	0	0	1	[0.98585993 0.00274161 0.00266181 0.00528922 0.00344744]
question 1115	1	4	0	[0.00608857 0.1782928  0.01985756 0.25573194 0.54002917]
question 1116	3	3	1	[2.5732407e-01 1.5197163e-04 4.8038262e-05 7.4125206e-01 1.2238254e-03]
question 1117	1	1	1	[0.01719385 0.92226654 0.02291979 0.0128844  0.0247355 ]
question 1118	4	4	1	[0.0255518  0.01792614 0.02068866 0.02174172 0.91409165]
question 1119	3	3	1	[0.42282718 0.08741327 0.00052624 0.48852417 0.00070917]
question 1120	2	2	1	[0.03139287 0.01681761 0.92559713 0.02223352 0.0039588 ]
question 1121	3	3	1	[0.10758315 0.06532228 0.17782702 0.5476574  0.10161018]
question 1122	2	2	1	[0.27102003 0.02502926 0.6754967  0.01875805 0.00969589]
question 1123	3	2	0	[0.05467721 0.0061442  0.67546594 0.24219528 0.02151735]
question 1124	3	3	1	[0.12314094 0.13129465 0.17826785 0.44673508 0.12056149]
question 1125	3	3	1	[0.00259508 0.29853833 0.15029553 0.5418422  0.00672881]
question 1126	1	1	1	[0.02182311 0.66200286 0.16834828 0.07248332 0.07534244]
question 1127	3	3	1	[0.00546453 0.41337997 0.1074959  0.45008096 0.02357857]
question 1128	2	2	1	[0.02223685 0.01850275 0.92244774 0.03452805 0.00228461]
question 1129	4	4	1	[0.00809495 0.08379342 0.00793293 0.00774609 0.89243263]
question 1130	3	3	1	[0.00266979 0.01010702 0.01277321 0.5514263  0.42302367]
question 1131	3	3	1	[0.03633685 0.11111471 0.05515935 0.68440217 0.11298691]
question 1132	3	0	0	[0.41888228 0.21674226 0.01402503 0.27238175 0.07796869]
question 1133	1	0	0	[0.42491361 0.29714388 0.1185982  0.07062716 0.08871716]
question 1134	1	0	0	[0.3408601  0.2894739  0.0462062  0.06924572 0.2542141 ]
question 1135	1	1	1	[0.01724911 0.777147   0.07363538 0.06245297 0.06951555]
question 1136	2	2	1	[0.10945639 0.15166198 0.35911325 0.13041845 0.24934994]
question 1137	2	2	1	[0.20914088 0.00572432 0.77814853 0.00417616 0.00281009]
question 1138	1	1	1	[0.00841692 0.9276885  0.0286319  0.01869749 0.01656524]
question 1139	3	1	0	[0.0664121  0.4101395  0.33557197 0.14677194 0.04110449]
question 1140	1	1	1	[0.15737177 0.58733433 0.03040245 0.05304274 0.17184864]
question 1141	2	2	1	[0.00313108 0.00417958 0.9797136  0.00955538 0.00342039]
question 1142	4	4	1	[0.00374332 0.00439754 0.0137517  0.01780888 0.96029854]
question 1143	2	2	1	[0.12698439 0.2999746  0.4077272  0.02838884 0.13692495]
question 1144	0	1	0	[4.3735661e-02 7.0458281e-01 2.4865687e-01 2.7847898e-04 2.7462146e-03]
question 1145	4	1	0	[0.24430883 0.33305556 0.15840645 0.07738104 0.1868481 ]
question 1146	3	3	1	[0.01701142 0.03370521 0.03311973 0.9088335  0.00733007]
question 1147	2	4	0	[0.10082946 0.00201939 0.10472377 0.00287829 0.78954905]
question 1148	1	1	1	[0.2846098  0.50356466 0.01516988 0.14503707 0.05161858]
question 1149	2	2	1	[3.2119101e-04 2.3407982e-04 9.9766397e-01 5.6258397e-04 1.2181691e-03]
question 1150	0	0	1	[9.1919094e-01 7.5751856e-02 9.5632055e-04 4.0322179e-03 6.8686160e-05]
question 1151	4	2	0	[0.00072847 0.00072322 0.50217885 0.00276811 0.4936013 ]
question 1152	1	1	1	[0.00099118 0.9894791  0.00386202 0.00404959 0.0016181 ]
question 1153	4	4	1	[9.1072079e-03 4.1141000e-01 2.0877176e-04 1.6971657e-02 5.6230241e-01]
question 1154	0	1	0	[0.1244827  0.36276716 0.19024076 0.26175743 0.06075197]
question 1155	2	2	1	[0.15425254 0.01613952 0.55465555 0.2035451  0.0714073 ]
question 1156	2	1	0	[0.20223497 0.23528424 0.23132078 0.19159749 0.13956253]
question 1157	4	4	1	[0.07458819 0.02302519 0.01887077 0.0875033  0.7960126 ]
question 1158	3	1	0	[0.14151433 0.83277416 0.00807531 0.01252458 0.00511165]
question 1159	1	4	0	[0.04655622 0.2367437  0.30315095 0.07574039 0.33780873]
question 1160	1	1	1	[0.0108842  0.96825135 0.00422553 0.00371358 0.01292535]
question 1161	4	2	0	[0.05282955 0.04823728 0.8477791  0.00634298 0.044811  ]
question 1162	1	1	1	[1.4156005e-03 9.9371159e-01 1.3864640e-03 2.5348172e-03 9.5159415e-04]
question 1163	0	0	1	[0.9447386  0.03053523 0.00212208 0.0075641  0.01504007]
question 1164	2	2	1	[0.0596215  0.05150777 0.67323136 0.14005615 0.07558317]
question 1165	4	4	1	[0.05454145 0.01889492 0.04493074 0.05938798 0.8222449 ]
question 1166	1	1	1	[8.9816225e-04 9.9757189e-01 2.3926896e-04 4.0831146e-04 8.8231283e-04]
question 1167	1	1	1	[0.3014001  0.3045829  0.11299965 0.15760377 0.12341361]
question 1168	0	0	1	[0.34573114 0.1997691  0.15346324 0.17087387 0.13016272]
question 1169	0	4	0	[0.42845312 0.00734579 0.00134207 0.0815705  0.4812885 ]
question 1170	3	3	1	[0.08083554 0.0222705  0.05668322 0.6295592  0.21065147]
question 1171	2	2	1	[0.05032355 0.28088278 0.31508982 0.16326517 0.19043867]
question 1172	1	4	0	[0.19390099 0.19187616 0.17941111 0.19761299 0.23719881]
question 1173	2	2	1	[0.02475196 0.02824622 0.8746405  0.0374254  0.03493594]
question 1174	1	1	1	[0.01996895 0.7730436  0.07126465 0.10191284 0.03380998]
question 1175	3	3	1	[0.07089169 0.00977655 0.01420502 0.89234644 0.01278033]
question 1176	0	4	0	[0.22300772 0.11492737 0.18768214 0.23088884 0.24349394]
question 1177	2	2	1	[0.01121806 0.05188721 0.87638205 0.0098794  0.05063333]
question 1178	3	3	1	[0.00116242 0.00801209 0.00126996 0.98813874 0.00141682]
question 1179	4	4	1	[0.07489299 0.33522135 0.0246289  0.01818101 0.54707575]
question 1180	1	1	1	[0.16402932 0.30846092 0.11799669 0.10782776 0.30168533]
question 1181	1	3	0	[0.14973027 0.13615517 0.13484994 0.37718862 0.202076  ]
question 1182	0	0	1	[9.9067432e-01 6.3860248e-04 1.2480708e-04 3.0152043e-04 8.2607688e-03]
question 1183	3	0	0	[0.71587145 0.07335225 0.00951544 0.1782782  0.02298277]
question 1184	0	0	1	[0.383484   0.12098986 0.05918963 0.08533774 0.3509988 ]
question 1185	4	4	1	[0.02784679 0.0078227  0.00557885 0.04850195 0.91024965]
question 1186	3	3	1	[0.1263669  0.08864629 0.11628308 0.6443311  0.02437267]
question 1187	4	4	1	[1.6941876e-03 9.2566451e-03 3.8757458e-04 7.9038218e-03 9.8075783e-01]
question 1188	2	2	1	[7.2014392e-03 9.7417191e-02 6.0845190e-01 4.1985256e-04 2.8650960e-01]
question 1189	1	1	1	[0.10709845 0.61428595 0.11044271 0.10508787 0.06308512]
question 1190	3	3	1	[0.02561324 0.01569149 0.02870776 0.891815   0.0381726 ]
question 1191	3	3	1	[0.0046199  0.011058   0.0040927  0.9722935  0.00793604]
question 1192	2	2	1	[0.0092226  0.00240291 0.9625859  0.00812277 0.0176659 ]
question 1193	4	4	1	[0.01440827 0.06645909 0.06795113 0.05599118 0.7951904 ]
question 1194	3	3	1	[0.06832831 0.07774737 0.03638007 0.74767333 0.06987096]
question 1195	2	4	0	[2.8356998e-03 1.8435285e-03 7.7372454e-03 3.0027490e-04 9.8728323e-01]
question 1196	3	3	1	[0.17558144 0.09813828 0.09081777 0.51163775 0.12382474]
question 1197	3	3	1	[0.19993179 0.00662189 0.32044074 0.45960015 0.01340543]
question 1198	2	2	1	[0.14302136 0.21399084 0.23143746 0.18733485 0.2242155 ]
question 1199	2	2	1	[0.00191385 0.00508306 0.9784918  0.00794366 0.00656764]
question 1200	4	2	0	[0.04184611 0.2051191  0.42539746 0.15260911 0.1750282 ]
question 1201	4	4	1	[0.00678239 0.00864192 0.01143809 0.0165977  0.95653987]
question 1202	1	1	1	[0.00897262 0.8198511  0.02205801 0.00900862 0.1401096 ]
question 1203	4	3	0	[0.19752848 0.16390936 0.23011526 0.23544405 0.1730028 ]
question 1204	2	2	1	[0.02932587 0.0523842  0.8283237  0.03093636 0.05902992]
question 1205	0	0	1	[9.5582253e-01 6.6290901e-04 8.5859111e-04 7.0265715e-04 4.1953377e-02]
question 1206	1	1	1	[7.3835999e-04 9.5437598e-01 4.0141154e-02 4.8910262e-04 4.2553837e-03]
question 1207	0	0	1	[0.34894592 0.05351587 0.10077486 0.2798766  0.21688673]
question 1208	0	0	1	[0.81053764 0.04547454 0.04440232 0.0602181  0.03936746]
question 1209	3	3	1	[0.00209191 0.00482671 0.00815236 0.98317856 0.00175043]
question 1210	4	4	1	[3.0955026e-04 2.4623161e-02 1.7024301e-02 9.1993716e-03 9.4884366e-01]
question 1211	3	3	1	[0.05168899 0.01190286 0.05667096 0.85848516 0.02125201]
question 1212	3	3	1	[0.00394631 0.00181153 0.15097217 0.62515515 0.21811485]
question 1213	1	2	0	[0.1123522  0.18586482 0.43347856 0.17196515 0.09633929]
question 1214	3	3	1	[0.01832373 0.00849487 0.00595487 0.92334175 0.04388482]
question 1215	0	0	1	[0.9746275  0.00560311 0.00665057 0.00842067 0.00469815]
question 1216	3	3	1	[0.01673723 0.00455507 0.00371105 0.9717334  0.00326335]
question 1217	0	0	1	[0.41947064 0.1896345  0.23370521 0.01252655 0.1446632 ]
