question	gold	predicted	correct	predicted probabilities
question 961	0	0	1	[9.9734110e-01 1.3343453e-04 1.2492160e-03 9.6457393e-04 3.1170520e-04]
question 962	0	0	1	[0.6759367  0.00370517 0.01684139 0.01417455 0.28934222]
question 963	3	3	1	[0.0319954  0.01385825 0.01836497 0.597243   0.3385384 ]
question 964	0	2	0	[0.22725901 0.00553914 0.7565265  0.00608096 0.0045944 ]
question 965	3	3	1	[0.00325513 0.00256998 0.00311036 0.988145   0.00291955]
question 966	4	4	1	[0.1356264  0.00902025 0.01952459 0.08098109 0.75484765]
question 967	1	1	1	[0.02286013 0.94173783 0.00953557 0.01878878 0.00707755]
question 968	3	3	1	[0.02205333 0.02564138 0.03492585 0.88520306 0.03217642]
question 969	2	4	0	[0.18742299 0.20808683 0.20290332 0.16775645 0.2338304 ]
question 970	2	2	1	[0.19370218 0.00860664 0.5817217  0.19448598 0.02148342]
question 971	4	4	1	[0.08725142 0.08637088 0.00093411 0.00174077 0.8237029 ]
question 972	1	1	1	[0.02104905 0.9248505  0.01740268 0.01743918 0.0192586 ]
question 973	4	4	1	[0.1379102  0.23580566 0.1029285  0.08710371 0.43625194]
question 974	3	3	1	[0.00301373 0.00161638 0.05035275 0.9440457  0.00097143]
question 975	3	3	1	[2.1481562e-02 2.2169274e-01 4.0191240e-04 7.5593203e-01 4.9176085e-04]
question 976	1	0	0	[0.5056739  0.32504717 0.03330986 0.07298309 0.06298602]
question 977	2	2	1	[0.00753725 0.03479223 0.80008507 0.1432538  0.01433165]
question 978	1	3	0	[0.06246133 0.3094455  0.01319463 0.5966315  0.01826708]
question 979	0	0	1	[0.8231488  0.17311387 0.00152492 0.00122977 0.00098273]
question 980	1	1	1	[0.00226994 0.4836672  0.00122523 0.1137744  0.39906323]
question 981	0	0	1	[0.7776826  0.01783469 0.18769392 0.00693233 0.00985641]
question 982	1	2	0	[0.05249633 0.10676274 0.42298424 0.18836173 0.22939499]
question 983	1	1	1	[0.03991235 0.41202128 0.01913196 0.15553066 0.37340376]
question 984	4	3	0	[0.04056551 0.01967984 0.00083484 0.65615124 0.28276855]
question 985	2	2	1	[0.05037981 0.03649544 0.80908567 0.06864951 0.03538958]
question 986	0	2	0	[0.3470017  0.03324283 0.51338214 0.06059868 0.04577469]
question 987	0	0	1	[0.76432073 0.00461993 0.00979325 0.02899932 0.19226673]
question 988	0	0	1	[9.3512815e-01 1.6780486e-02 4.6796087e-02 1.0201810e-03 2.7508385e-04]
question 989	3	2	0	[0.2600669  0.10947278 0.32054102 0.27962008 0.03029922]
question 990	4	4	1	[0.01705408 0.23951177 0.2140042  0.01057533 0.5188547 ]
question 991	1	1	1	[0.07928903 0.6512256  0.06258173 0.19436441 0.01253911]
question 992	0	0	1	[0.9296628  0.00111581 0.00815523 0.04815917 0.01290694]
question 993	0	0	1	[0.58343464 0.20278172 0.09867068 0.09739418 0.01771887]
question 994	0	0	1	[0.6732848  0.07138406 0.01594364 0.15195908 0.08742842]
question 995	1	1	1	[0.03405201 0.83446354 0.04592595 0.02043598 0.06512249]
question 996	2	2	1	[0.00434734 0.00908757 0.9686382  0.00147549 0.01645149]
question 997	4	4	1	[0.10488226 0.28320447 0.13520162 0.09594624 0.38076547]
question 998	0	3	0	[0.05012183 0.00800148 0.4578863  0.4704966  0.01349377]
question 999	0	0	1	[0.6778768  0.02972554 0.18532895 0.07811471 0.02895403]
question 1000	3	3	1	[0.058678   0.06038013 0.04138444 0.82667196 0.01288547]
question 1001	0	0	1	[0.7429987  0.08205299 0.00551417 0.04401796 0.12541613]
question 1002	4	4	1	[0.04892882 0.19054684 0.06455543 0.04493023 0.6510387 ]
question 1003	0	1	0	[2.7201763e-01 6.9905657e-01 2.8476482e-02 3.9495470e-04 5.4454100e-05]
question 1004	2	2	1	[0.06207657 0.09792013 0.5803847  0.08471932 0.1748993 ]
question 1005	1	2	0	[0.19354017 0.1971142  0.27638462 0.2718953  0.0610658 ]
question 1006	3	3	1	[1.4215053e-02 1.3366134e-02 8.8467292e-05 9.7162598e-01 7.0435042e-04]
question 1007	4	1	0	[0.02775979 0.6070869  0.12484717 0.10568762 0.13461858]
question 1008	3	0	0	[0.34088176 0.25860962 0.18922138 0.07161559 0.13967161]
question 1009	2	3	0	[0.02039694 0.09878512 0.18960898 0.67796403 0.01324496]
question 1010	0	0	1	[0.8889642  0.03667563 0.02786667 0.01545496 0.0310386 ]
question 1011	2	2	1	[0.01903809 0.00984046 0.46129525 0.27149984 0.23832625]
question 1012	2	2	1	[0.0221103  0.00409029 0.8907001  0.05671037 0.02638897]
question 1013	0	1	0	[0.22328961 0.5050475  0.14869852 0.12206622 0.00089813]
question 1014	0	0	1	[0.93149936 0.0324143  0.00828026 0.01355137 0.01425462]
question 1015	3	4	0	[0.21638827 0.12857088 0.16270198 0.22822417 0.26411468]
question 1016	1	1	1	[0.00898384 0.9704038  0.00546353 0.01350663 0.00164231]
question 1017	1	1	1	[2.0022799e-01 6.6010243e-01 1.3788669e-01 5.1999214e-04 1.2629703e-03]
question 1018	2	2	1	[0.10077766 0.12863177 0.4863508  0.16823943 0.11600035]
question 1019	3	3	1	[0.15526174 0.34916118 0.01068341 0.36477172 0.12012192]
question 1020	3	3	1	[0.05377426 0.0021389  0.17450605 0.717958   0.05162282]
question 1021	1	1	1	[0.28663737 0.39131197 0.06247099 0.12313034 0.13644937]
question 1022	2	2	1	[0.02218251 0.00199264 0.73230815 0.21985121 0.02366551]
question 1023	0	0	1	[0.39745608 0.23395728 0.00138448 0.3571608  0.01004133]
question 1024	1	1	1	[0.03207054 0.7720205  0.12812316 0.06476533 0.00302042]
question 1025	4	4	1	[0.03505127 0.03060167 0.01110093 0.10103347 0.82221264]
question 1026	4	4	1	[0.31833234 0.05059244 0.06696801 0.06363587 0.5004713 ]
question 1027	2	2	1	[0.00884514 0.01310617 0.96262103 0.00141734 0.01401035]
question 1028	0	0	1	[0.9410957  0.01163297 0.02560726 0.01866184 0.00300237]
question 1029	3	2	0	[0.19429669 0.11817581 0.42079693 0.14241742 0.12431313]
question 1030	0	0	1	[0.3487332  0.13116555 0.23282287 0.12648892 0.16078945]
question 1031	1	0	0	[0.32466984 0.2949294  0.16737023 0.13770059 0.07533003]
question 1032	1	2	0	[0.27564228 0.19620875 0.33914027 0.06293998 0.12606874]
question 1033	1	1	1	[0.24161838 0.56270564 0.03624173 0.02797691 0.1314574 ]
question 1034	2	2	1	[0.00799435 0.18971638 0.7518137  0.00541894 0.04505666]
question 1035	1	1	1	[0.08673312 0.8676518  0.00449111 0.00672568 0.03439823]
question 1036	1	1	1	[7.2451448e-04 9.1928673e-01 7.4602820e-02 3.0703293e-04 5.0789309e-03]
question 1037	2	2	1	[0.11871275 0.08699609 0.5626714  0.1439882  0.08763152]
question 1038	3	1	0	[0.15491329 0.54526705 0.07766095 0.16351058 0.05864815]
question 1039	1	1	1	[0.04153378 0.6885527  0.20588394 0.05826995 0.00575965]
question 1040	4	4	1	[0.04357508 0.00289323 0.00365601 0.01138031 0.9384954 ]
question 1041	0	0	1	[0.73493135 0.04747805 0.01862118 0.02407243 0.174897  ]
question 1042	0	0	1	[0.68585247 0.09181992 0.06005992 0.01602361 0.14624405]
question 1043	4	4	1	[0.10418958 0.02030756 0.02221362 0.02133438 0.8319549 ]
question 1044	2	1	0	[0.06265596 0.41134122 0.3962884  0.02731756 0.10239692]
question 1045	3	0	0	[0.5048083  0.02745941 0.38247392 0.05292127 0.03233706]
question 1046	0	0	1	[0.95634264 0.00282971 0.01026345 0.02835409 0.00221018]
question 1047	1	1	1	[0.30096164 0.33089092 0.0836255  0.19508685 0.08943509]
question 1048	3	1	0	[0.07497219 0.43817982 0.10481383 0.15781957 0.22421461]
question 1049	3	3	1	[0.04983894 0.02403302 0.09410559 0.8245815  0.00744094]
question 1050	3	3	1	[0.08704751 0.0873023  0.10908528 0.5145556  0.20200935]
question 1051	1	1	1	[0.01136483 0.90869963 0.0155665  0.01337431 0.05099472]
question 1052	2	0	0	[0.47356075 0.04005989 0.32192752 0.08715747 0.07729437]
question 1053	1	1	1	[0.06801202 0.8803867  0.00782074 0.00732752 0.03645301]
question 1054	0	3	0	[0.21463668 0.19077715 0.15538876 0.40242025 0.03677715]
question 1055	0	0	1	[0.8316432  0.00722257 0.01971404 0.04035645 0.10106371]
question 1056	3	3	1	[0.0115308  0.02448797 0.07858655 0.839551   0.04584368]
question 1057	3	3	1	[0.04985785 0.10067204 0.10474043 0.6615156  0.083214  ]
question 1058	0	2	0	[0.03895843 0.01180201 0.8887338  0.02122325 0.0392825 ]
question 1059	1	1	1	[0.03716227 0.8192609  0.02022866 0.07048895 0.05285931]
question 1060	4	2	0	[0.07349198 0.23354772 0.37010193 0.15489714 0.16796121]
question 1061	4	4	1	[0.11903833 0.1041878  0.1159512  0.05835359 0.602469  ]
question 1062	3	1	0	[0.2549271  0.28025872 0.14554308 0.22897278 0.09029832]
question 1063	4	4	1	[5.07806428e-04 1.01248465e-01 7.48889744e-02 1.65209979e-01 6.58144772e-01]
question 1064	3	3	1	[0.02122167 0.0233819  0.04812798 0.8244165  0.08285198]
question 1065	4	4	1	[0.07134447 0.25702706 0.0724053  0.00666556 0.5925576 ]
question 1066	4	4	1	[0.25815207 0.21653862 0.06470187 0.04289712 0.41771036]
question 1067	2	0	0	[0.4382396  0.00761375 0.38774323 0.14598483 0.02041861]
question 1068	0	0	1	[0.67698205 0.19658889 0.0439251  0.03922752 0.04327638]
question 1069	1	1	1	[0.00927153 0.9337118  0.01692693 0.03075169 0.00933803]
question 1070	1	1	1	[0.03159425 0.8284263  0.06669047 0.06902771 0.0042613 ]
question 1071	4	3	0	[0.09459914 0.0369436  0.02833728 0.6903891  0.14973092]
question 1072	3	3	1	[0.03953543 0.03788864 0.27788702 0.6242587  0.02043022]
question 1073	4	4	1	[0.11903984 0.10003325 0.06448828 0.10795324 0.6084854 ]
question 1074	3	3	1	[0.01250129 0.05645828 0.25496644 0.6431951  0.03287886]
question 1075	1	1	1	[0.07137594 0.8192151  0.00263854 0.01177838 0.09499213]
question 1076	4	4	1	[0.31515276 0.01474711 0.06225231 0.00343627 0.6044116 ]
question 1077	4	4	1	[0.04533834 0.01619365 0.19851734 0.03264635 0.7073043 ]
question 1078	1	1	1	[0.02307135 0.91990435 0.01338965 0.01997557 0.0236591 ]
question 1079	1	2	0	[0.02116175 0.16032755 0.6112679  0.04980252 0.15744016]
question 1080	2	0	0	[0.36508146 0.06521627 0.32423618 0.11316907 0.13229704]
question 1081	2	2	1	[0.09063546 0.15902783 0.67887366 0.03494255 0.03652045]
question 1082	4	4	1	[0.05096451 0.11283847 0.08583596 0.1154844  0.63487667]
question 1083	4	4	1	[0.07033246 0.05878233 0.0627784  0.07188095 0.7362259 ]
question 1084	1	1	1	[6.3970638e-04 9.8379105e-01 4.9374751e-03 4.2637680e-03 6.3680536e-03]
question 1085	4	0	0	[0.6180965  0.01068365 0.06124387 0.0137539  0.2962221 ]
question 1086	0	0	1	[0.99518824 0.00105519 0.00133154 0.00131808 0.00110705]
question 1087	0	0	1	[0.9878455  0.00505057 0.00273049 0.00297972 0.00139365]
question 1088	1	1	1	[0.06730212 0.7094096  0.00924873 0.02507982 0.18895976]
question 1089	0	0	1	[5.3077000e-01 5.9178025e-02 4.0347818e-01 5.2960269e-04 6.0442369e-03]
question 1090	0	2	0	[0.16098653 0.01796017 0.49025947 0.02225209 0.3085418 ]
question 1091	3	3	1	[0.10324463 0.15458834 0.19076206 0.54767495 0.00373005]
question 1092	4	4	1	[0.00886399 0.00750165 0.01200002 0.02412153 0.94751275]
question 1093	2	2	1	[0.1512826  0.17878596 0.28505605 0.24884641 0.13602896]
question 1094	2	2	1	[2.8026365e-02 1.0634847e-01 8.4681123e-01 1.8147619e-02 6.6639925e-04]
question 1095	4	1	0	[0.17492639 0.5001905  0.04920297 0.00758594 0.26809415]
question 1096	2	2	1	[0.08700896 0.10892946 0.61473405 0.08962906 0.09969845]
question 1097	0	0	1	[0.45685536 0.20570418 0.16794987 0.1359777  0.03351295]
question 1098	4	4	1	[0.10129724 0.03836514 0.20377858 0.03476248 0.62179655]
question 1099	3	4	0	[0.00527583 0.01509281 0.0091829  0.28886747 0.681581  ]
question 1100	2	2	1	[0.05540383 0.00886951 0.90441555 0.00638081 0.02493033]
question 1101	0	1	0	[0.20345674 0.35571164 0.22516683 0.0189442  0.19672066]
question 1102	1	2	0	[0.02439275 0.3080304  0.4007859  0.00812253 0.2586685 ]
question 1103	2	2	1	[0.09462825 0.12188797 0.61782694 0.02872022 0.13693663]
question 1104	0	2	0	[0.41934884 0.0668072  0.42475715 0.0127768  0.07630997]
question 1105	2	2	1	[0.04025953 0.02331945 0.88816583 0.02003258 0.02822261]
question 1106	4	4	1	[0.02523602 0.00759733 0.01225996 0.02076976 0.934137  ]
question 1107	2	2	1	[0.0065836  0.02113674 0.9584072  0.01168593 0.00218646]
question 1108	3	1	0	[0.03630939 0.37731788 0.15733148 0.2937275  0.13531375]
question 1109	2	4	0	[0.2286639  0.0276447  0.13509399 0.03437786 0.5742195 ]
question 1110	3	3	1	[8.7253875e-06 7.3360937e-04 6.3896267e-05 9.9919087e-01 2.8782633e-06]
question 1111	3	3	1	[0.00458077 0.00482925 0.02636281 0.95125735 0.01296971]
question 1112	4	4	1	[0.0593102  0.03269633 0.11135463 0.11709809 0.6795407 ]
question 1113	0	2	0	[0.30048454 0.06967921 0.3630847  0.08482587 0.18192567]
question 1114	0	0	1	[0.8891566  0.0152279  0.03210188 0.01815228 0.04536145]
question 1115	1	4	0	[0.00446296 0.19864665 0.02940323 0.22489059 0.5425966 ]
question 1116	3	3	1	[0.33785343 0.00405507 0.00497441 0.65047556 0.00264152]
question 1117	1	1	1	[0.04601583 0.80094653 0.0523896  0.04905038 0.05159751]
question 1118	4	4	1	[0.0364201  0.04977043 0.04355961 0.05114228 0.8191076 ]
question 1119	3	0	0	[0.4697973  0.05796229 0.00145087 0.4692094  0.00158007]
question 1120	2	2	1	[0.02359317 0.01732684 0.9094241  0.0188461  0.03080976]
question 1121	3	3	1	[0.09704893 0.10154724 0.09364468 0.5833825  0.12437667]
question 1122	2	2	1	[2.1550995e-01 8.3051920e-02 6.9364363e-01 7.2605992e-03 5.3390657e-04]
question 1123	3	3	1	[0.01495198 0.03828283 0.32202905 0.58606905 0.03866713]
question 1124	3	3	1	[0.04531052 0.08896507 0.10181841 0.71919554 0.04471044]
question 1125	3	3	1	[0.10597221 0.12970349 0.09982834 0.612868   0.05162788]
question 1126	1	1	1	[0.0221089  0.76147336 0.137266   0.04444027 0.03471153]
question 1127	3	3	1	[0.06145013 0.0866008  0.28963822 0.53758574 0.02472514]
question 1128	2	2	1	[0.0748854  0.06495838 0.66875273 0.17083104 0.0205725 ]
question 1129	4	4	1	[0.0526452  0.10726836 0.05811421 0.06020394 0.7217683 ]
question 1130	3	3	1	[0.02619465 0.0298948  0.05208512 0.47467303 0.41715232]
question 1131	3	3	1	[0.03827621 0.06086035 0.06170136 0.763597   0.07556508]
question 1132	3	3	1	[0.1799488  0.19835839 0.03313272 0.49842682 0.09013334]
question 1133	1	1	1	[0.27806768 0.43978092 0.10002117 0.10646287 0.07566749]
question 1134	1	1	1	[0.01595071 0.4539952  0.05521538 0.02430681 0.450532  ]
question 1135	1	1	1	[0.00396953 0.65411496 0.04131615 0.16710186 0.13349754]
question 1136	2	3	0	[0.14509389 0.11827447 0.28263497 0.4025458  0.05145084]
question 1137	2	2	1	[0.33374605 0.10287499 0.52013695 0.03706405 0.00617792]
question 1138	1	1	1	[0.00119852 0.8894675  0.0537201  0.02125637 0.03435752]
question 1139	3	3	1	[0.27877152 0.11785697 0.07884532 0.50745773 0.01706847]
question 1140	1	1	1	[0.1887372  0.5014652  0.09406144 0.09903566 0.11670054]
question 1141	2	2	1	[0.00712481 0.01635099 0.9602684  0.00695754 0.0092983 ]
question 1142	4	4	1	[0.01043672 0.01068647 0.00590065 0.02482896 0.9481472 ]
question 1143	2	2	1	[0.09588587 0.31868687 0.43845305 0.05971078 0.08726349]
question 1144	0	2	0	[0.2645006  0.18281277 0.5497172  0.00209972 0.00086973]
question 1145	4	4	1	[0.1373554  0.31211948 0.06128559 0.06514143 0.4240981 ]
question 1146	3	3	1	[0.00757762 0.02390073 0.0063344  0.9554058  0.0067814 ]
question 1147	2	4	0	[0.09990503 0.00520273 0.30140173 0.00401543 0.5894751 ]
question 1148	1	1	1	[0.06136515 0.8226424  0.03508854 0.03468682 0.046217  ]
question 1149	2	2	1	[0.0232678  0.0094871  0.9174978  0.02773685 0.02201045]
question 1150	0	0	1	[6.2621742e-01 3.2615352e-01 6.3938955e-03 4.0637519e-02 5.9756043e-04]
question 1151	4	2	0	[0.01110615 0.01904167 0.60657907 0.06960015 0.29367304]
question 1152	1	1	1	[0.01662584 0.7006379  0.06935642 0.09546693 0.11791288]
question 1153	4	4	1	[0.00838462 0.01843126 0.00328503 0.13906483 0.83083427]
question 1154	0	3	0	[0.31111285 0.02595872 0.05088842 0.5936572  0.01838279]
question 1155	2	2	1	[0.05206084 0.01850294 0.89856946 0.02106898 0.00979779]
question 1156	2	1	0	[0.15596952 0.24654718 0.19258775 0.1971969  0.2076986 ]
question 1157	4	4	1	[0.00531301 0.02041328 0.03338733 0.01740409 0.92348224]
question 1158	3	0	0	[0.62854135 0.3571773  0.00376317 0.00744128 0.00307688]
question 1159	1	1	1	[0.02248307 0.55543095 0.05439552 0.10638051 0.26130995]
question 1160	1	1	1	[0.01292081 0.908754   0.01673527 0.01694946 0.04464047]
question 1161	4	2	0	[0.0543539  0.10008281 0.4669778  0.01442455 0.36416095]
question 1162	1	1	1	[0.00565531 0.95155334 0.02611028 0.01000539 0.00667563]
question 1163	0	0	1	[0.85679495 0.09496126 0.00866747 0.00718651 0.0323898 ]
question 1164	2	2	1	[0.00926153 0.01172897 0.9516132  0.00689009 0.02050627]
question 1165	4	4	1	[0.15423253 0.07538787 0.14456451 0.1693386  0.45647654]
question 1166	1	1	1	[8.3335757e-04 9.9617600e-01 4.6458241e-04 5.9418444e-04 1.9317968e-03]
question 1167	1	1	1	[0.21158892 0.23077098 0.19950804 0.1845447  0.17358729]
question 1168	0	0	1	[0.35974997 0.14976065 0.17244239 0.168903   0.14914396]
question 1169	0	4	0	[0.41812336 0.02792089 0.01031237 0.11951878 0.4241246 ]
question 1170	3	3	1	[0.05640725 0.00148287 0.00308276 0.7885748  0.15045238]
question 1171	2	2	1	[0.0435986  0.25938544 0.30848518 0.19192277 0.19660796]
question 1172	1	4	0	[0.18766868 0.18815438 0.20707007 0.19910538 0.21800146]
question 1173	2	2	1	[0.02391632 0.0173387  0.90966326 0.02280803 0.02627365]
question 1174	1	1	1	[0.03798087 0.86769795 0.03547028 0.04114425 0.01770654]
question 1175	3	3	1	[0.2416153  0.08412112 0.15654582 0.46139476 0.05632293]
question 1176	0	2	0	[0.21143351 0.19383998 0.28297985 0.15433855 0.1574081 ]
question 1177	2	2	1	[0.15256219 0.08935492 0.5443515  0.06155174 0.15217966]
question 1178	3	3	1	[0.0040216  0.01249302 0.00179443 0.9433253  0.03836565]
question 1179	4	4	1	[0.02679502 0.28270578 0.13499029 0.07395069 0.48155814]
question 1180	1	3	0	[0.19387466 0.200134   0.19982976 0.20729677 0.19886488]
question 1181	1	2	0	[0.1571896  0.16965798 0.26256213 0.25225648 0.15833385]
question 1182	0	0	1	[0.9619564  0.00329984 0.00373333 0.00279579 0.02821471]
question 1183	3	1	0	[0.22537488 0.5220222  0.03248921 0.18714267 0.03297102]
question 1184	0	1	0	[0.18734117 0.26061934 0.11981314 0.18816714 0.24405925]
question 1185	4	4	1	[0.06549881 0.02369273 0.01832561 0.32889122 0.5635916 ]
question 1186	3	3	1	[0.01284802 0.12970062 0.01725178 0.7993151  0.04088451]
question 1187	4	4	1	[0.08921894 0.3110922  0.00788807 0.0035103  0.58829045]
question 1188	2	2	1	[0.04121658 0.24442437 0.48254484 0.00999136 0.22182275]
question 1189	1	1	1	[0.06621626 0.67607087 0.09861097 0.09398954 0.06511237]
question 1190	3	3	1	[0.02843854 0.05251716 0.04740956 0.83005697 0.04157768]
question 1191	3	3	1	[0.00724384 0.00788598 0.01142539 0.9631154  0.01032944]
question 1192	2	2	1	[0.0494801  0.04356949 0.8018764  0.04129745 0.06377662]
question 1193	4	4	1	[0.00983013 0.0507112  0.05228034 0.05999338 0.8271849 ]
question 1194	3	3	1	[0.02487161 0.0219815  0.02389051 0.88843614 0.04082024]
question 1195	2	2	1	[0.10739421 0.02668265 0.6139964  0.04368284 0.2082439 ]
question 1196	3	3	1	[0.09493336 0.06215799 0.05512766 0.7410596  0.0467214 ]
question 1197	3	3	1	[0.00611664 0.01121464 0.06898913 0.89633274 0.01734688]
question 1198	2	2	1	[0.1648068  0.14658786 0.38775197 0.16362435 0.13722901]
question 1199	2	2	1	[0.00927938 0.03475519 0.7081484  0.11664283 0.13117418]
question 1200	4	4	1	[0.04533362 0.25149405 0.11588524 0.22909793 0.3581892 ]
question 1201	4	4	1	[0.00453295 0.00306096 0.01104848 0.00970064 0.971657  ]
question 1202	1	1	1	[0.26706982 0.28607416 0.12341715 0.05769283 0.2657461 ]
question 1203	4	4	1	[0.1651536  0.25195745 0.06454802 0.22356941 0.29477155]
question 1204	2	2	1	[0.04457142 0.08303513 0.68437123 0.11015708 0.07786504]
question 1205	0	0	1	[0.75415736 0.11844756 0.05269584 0.01618217 0.05851705]
question 1206	1	1	1	[0.00625777 0.66553026 0.2954658  0.00475117 0.02799507]
question 1207	0	0	1	[0.3219753  0.08222879 0.11977337 0.25611737 0.21990514]
question 1208	0	0	1	[0.7233473  0.07438943 0.08353043 0.06713609 0.05159672]
question 1209	3	3	1	[0.03190639 0.1328921  0.15436092 0.677088   0.00375254]
question 1210	4	4	1	[0.00985113 0.19404064 0.10190456 0.07901374 0.6151899 ]
question 1211	3	3	1	[0.15371089 0.0279797  0.11588892 0.6924858  0.0099347 ]
question 1212	3	3	1	[0.01273576 0.02514274 0.2853136  0.4160788  0.26072904]
question 1213	1	2	0	[0.128841   0.11739358 0.3794704  0.24420144 0.1300935 ]
question 1214	3	3	1	[0.02490013 0.02558529 0.01666434 0.9127816  0.02006859]
question 1215	0	0	1	[0.8986278  0.03973393 0.02480019 0.02229585 0.01454216]
question 1216	3	3	1	[0.04394505 0.02445235 0.04129279 0.8730525  0.01725725]
question 1217	0	0	1	[0.54711074 0.21223146 0.03641737 0.14586475 0.05837568]
question 1218	3	1	0	[0.1841336  0.25087762 0.19863015 0.19207455 0.174284  ]
question 1219	1	1	1	[0.03846508 0.7709233  0.10883368 0.04399521 0.0377827 ]
question 1220	4	4	1	[0.00920086 0.3477705  0.02038612 0.02976272 0.59287983]
question 1221	3	3	1	[0.26217565 0.01648421 0.20242204 0.42282975 0.09608844]
question 1222	0	0	1	[0.8233368  0.16309871 0.0048056  0.00488296 0.00387597]
question 1223	0	4	0	[0.15960018 0.09619904 0.17960206 0.02923935 0.53535944]
question 1224	1	4	0	[0.30491728 0.24517071 0.00157819 0.07507655 0.37325734]
question 1225	2	2	1	[0.21730682 0.08607518 0.38040164 0.04408782 0.27212852]
question 1226	1	1	1	[0.15883069 0.80117285 0.02272599 0.01090274 0.00636789]
question 1227	4	4	1	[0.02084299 0.02292596 0.03742174 0.00851651 0.91029286]
question 1228	4	4	1	[0.3070408  0.00110924 0.1776234  0.11557654 0.39865002]
question 1229	4	4	1	[0.13377954 0.06295194 0.05117001 0.02545079 0.72664773]
question 1230	4	4	1	[0.08477019 0.02281058 0.06766742 0.04220984 0.78254193]
question 1231	1	1	1	[0.01654464 0.47906488 0.1237215  0.02374082 0.35692808]
question 1232	0	0	1	[0.42575145 0.04430729 0.08263956 0.33147255 0.11582907]
question 1233	1	3	0	[0.06418768 0.12967567 0.2633183  0.4010329  0.14178543]
question 1234	1	1	1	[0.1278401  0.52387494 0.0868714  0.10208374 0.1593299 ]
question 1235	1	1	1	[0.23359887 0.45298234 0.10935776 0.00168988 0.20237112]
question 1236	0	0	1	[5.5040157e-01 2.6151564e-04 2.0074902e-01 1.8852045e-01 6.0067430e-02]
question 1237	2	3	0	[0.02578762 0.03543014 0.1992111  0.7245043  0.01506683]
question 1238	2	4	0	[0.00869055 0.27393326 0.33781826 0.00858566 0.3709723 ]
question 1239	4	2	0	[0.05345705 0.11148877 0.3759954  0.15737197 0.3016868 ]
question 1240	1	1	1	[0.0026459  0.9584123  0.0154314  0.01196861 0.01154166]
question 1241	3	3	1	[0.00282298 0.06273894 0.03359048 0.8998671  0.00098043]
question 1242	3	3	1	[0.08132155 0.14809555 0.12041018 0.5500957  0.10007703]
question 1243	0	0	1	[0.8832775  0.00526862 0.10614837 0.00169351 0.00361196]
question 1244	3	3	1	[0.00733067 0.00340163 0.2741968  0.674261   0.04081   ]
question 1245	1	1	1	[0.00467262 0.9476322  0.00691409 0.01006896 0.03071205]
question 1246	0	0	1	[0.7640098  0.01252411 0.19248588 0.02157532 0.00940486]
question 1247	2	2	1	[0.1625124  0.02744303 0.40475723 0.37817296 0.02711448]
question 1248	4	4	1	[0.17631288 0.1955242  0.2103237  0.13536912 0.28247014]
question 1249	1	1	1	[0.00828842 0.7208486  0.00565556 0.015891   0.24931642]
question 1250	4	4	1	[0.03994064 0.02379796 0.02571012 0.0228874  0.88766384]
question 1251	4	4	1	[0.06995754 0.14182033 0.14739859 0.19236669 0.44845685]
question 1252	3	4	0	[0.01573088 0.17643443 0.02932527 0.3233982  0.4551112 ]
question 1253	1	0	0	[0.5037591  0.4002264  0.03422113 0.03405311 0.02774024]
question 1254	3	3	1	[0.10171027 0.06117564 0.05004556 0.7291169  0.05795165]
question 1255	0	0	1	[0.84062105 0.06018255 0.04899369 0.00757179 0.04263096]
question 1256	0	0	1	[0.95225495 0.0041217  0.01597252 0.0082652  0.01938567]
question 1257	1	1	1	[0.00871487 0.6700122  0.22211473 0.02932439 0.0698338 ]
question 1258	2	2	1	[0.06268319 0.07187822 0.79824257 0.02081792 0.04637816]
question 1259	1	1	1	[0.01821109 0.8381699  0.01863969 0.08281641 0.04216283]
question 1260	0	0	1	[0.90925133 0.01058246 0.03929134 0.03188241 0.00899244]
question 1261	1	1	1	[0.02082326 0.9047072  0.03412891 0.01903343 0.02130732]
question 1262	3	3	1	[0.02695845 0.03948604 0.03896487 0.8671745  0.02741614]
question 1263	3	3	1	[7.8289518e-03 7.5169124e-02 1.6044751e-04 7.9610509e-01 1.2073643e-01]
question 1264	3	3	1	[0.05687303 0.22011632 0.03159942 0.67575216 0.01565912]
question 1265	4	4	1	[0.11201157 0.01715634 0.00327048 0.14023615 0.72732544]
question 1266	4	4	1	[0.300018   0.01895101 0.06275427 0.00777583 0.61050093]
question 1267	2	2	1	[0.03071408 0.4132098  0.501401   0.02011962 0.03455552]
question 1268	0	0	1	[0.4601263  0.07866585 0.1462898  0.18153965 0.13337839]
question 1269	3	3	1	[0.0184513  0.16742313 0.05249387 0.7048924  0.05673932]
question 1270	0	0	1	[0.53940755 0.00967501 0.22942027 0.03216287 0.18933429]
question 1271	0	0	1	[0.5400232  0.0853135  0.0379587  0.17979206 0.15691246]
question 1272	4	4	1	[0.00754677 0.00834998 0.03995222 0.01705462 0.92709637]
question 1273	1	1	1	[0.00640885 0.97215074 0.01281396 0.00373057 0.00489587]
question 1274	0	2	0	[0.27501824 0.05785283 0.5126114  0.09485206 0.05966532]
question 1275	3	3	1	[0.09481137 0.0846293  0.01947678 0.76891387 0.03216866]
question 1276	4	4	1	[0.01772101 0.01548665 0.01295234 0.07280542 0.8810345 ]
question 1277	2	4	0	[0.23509029 0.13751365 0.1549314  0.21814787 0.25431675]
